ENSG00000235829.1	TBCAP2	4324
ENSG00000287756.1	ENSG00000287756	1420
ENSG00000294214.1	ENSG00000294214	1602
ENSG00000294586.1	ENSG00000294586	1625
ENSG00000293964.1	ENSG00000293964	1586
ENSG00000175147.13	TMEM51-AS1	4379
ENSG00000310342.1	ENSG00000310342	2582
ENSG00000171729.14	TMEM51	4379
ENSG00000204464.8	TMEM51-AS2	4379
ENSG00000215720.4	MFFP1	3212
ENSG00000278480.1	ZBTB2P1	4600
ENSG00000142621.21	FHAD1	2661
ENSG00000228140.3	EFHD2-AS1	454
ENSG00000233485.2	FHAD1-AS1	2661
ENSG00000236045.1	ENSG00000236045	683
ENSG00000142634.13	EFHD2	453
ENSG00000162438.12	CTRC	350
ENSG00000142615.8	CELA2A	258
ENSG00000215704.10	CELA2B	258
ENSG00000132906.18	CASP9	208
ENSG00000116138.13	DNAJC16	412
ENSG00000251866.1	SCARNA21B	4112
ENSG00000272510.1	ENSG00000272510	1119
ENSG00000116771.6	AGMAT	41
ENSG00000237301.2	ENSG00000237301	699
ENSG00000235084.3	CHCHD2P6	274
ENSG00000252417.1	RNU7-179P	3970
ENSG00000294489.1	ENSG00000294489	1619
ENSG00000236500.1	CD24P1	236
ENSG00000197312.13	DDI2	379
ENSG00000215695.2	RSC1A1	4092
ENSG00000271742.1	ENSG00000271742	1105
ENSG00000116786.14	PLEKHM2	3622
ENSG00000237938.5	ENSG00000237938	707
ENSG00000162461.8	SLC25A34	4169
ENSG00000224459.3	SLC25A34-AS1	4170
ENSG00000162460.7	TMEM82	4381
ENSG00000297277.1	ENSG00000297277	1788
ENSG00000162458.13	FBLIM1	2646
ENSG00000179743.5	SPEN-AS1	4259
ENSG00000224321.1	RPL12P14	3987
ENSG00000233954.7	UQCRHL	4493
ENSG00000178715.8	ENSG00000178715	481
ENSG00000065526.13	SPEN	4259
ENSG00000270620.1	ENSG00000270620	1082
ENSG00000116809.12	ZBTB17	4599
ENSG00000234607.2	ENSG00000234607	665
