gene,wormbasegeneid,genename,y0,A,x0,w,sumsquarevalue,ti_fourparam_sigma_dist,truncationindex,min,max,mean,std,skew,kurt,right,maxheight,rightheight,n_obs,fit_success
w32_Y5H2A.3.1,WBGene00000027,abu-4,0.5732200563248622,5906860763272.683,-12.36722544318563,2.2683049441438845,160.4469201119769,9.502555309973587,0.0,-0.987608039,2.874244279,-0.6424641158508287,0.4661447101658752,3.5176479662466957,18.61337411932952,2.874244279,69.3328646869991,0.0,181,True
w33_C03A7.7.1,WBGene00000029,abu-6,1.2871568217617684,14413355913904.94,-22.976620532378263,4.249363979477592,117.28988070116966,8.561657799720816,0.0,-0.986600956,2.749055721,-0.2910826179289341,0.7388083949984057,1.6409986326583106,2.7508836546269078,2.749055721,33.76987195502696,0.0,197,True
w34_C03A7.8.1,WBGene00000030,abu-7,0.6827558395469829,5931758230153.825,-36.42617294535938,6.9383344909360645,182.04021662310163,8.066377177843394,0.0,-0.974828201,3.148629955,-0.1481670745665024,0.8450489225883119,1.617124603499003,2.555430466594529,3.148629955,27.189824901564148,0.0,203,True
w35_C03A7.14.1,WBGene00000031,abu-8,0.8903983348403753,14.261928240358095,-0.9131759133456566,0.7185752636270295,220.30465611635515,4.892341488501264,0.0,-0.999999999,1.572668989,-0.4261088381938776,0.5002614439687415,1.4730329035383534,2.361483171057396,1.572668989,14.26181406996402,0.0,196,True
w36_C03A7.14.2,WBGene00000031,abu-8,3.239649886996756,1630984555723.4922,-4.728770654405818,0.7726543828616205,364.98820396793406,15.332009770079436,0.0,-0.999999999,3.647859907,-0.0934299401014492,1.050674588346859,1.4050711919953165,1.6320566032853598,3.647859907,125.29499824911294,0.0,207,True
w37_F35A5.3.1,WBGene00000033,abu-10,0.3450075793898449,1859.917194283304,-11.208832312162832,4.840540857149452,148.5812131941875,4.2896783653519615,0.0,-0.936180197,3.473789849,0.0836438842850241,0.9236598002917992,1.2361525230124162,1.0525173106283603,3.473789849,20.396014870981613,0.0,207,True
w38_T01D1.6.1,WBGene00000034,abu-11,0.8100110634461977,12.31853730823752,-0.6415162295277806,2.0631059560428064,323.1162342155287,3.4343829903034138,0.0,-0.56100213,4.368686042,0.7750866683864732,1.075133683256082,1.0840863062956028,0.7099110169431824,4.368686042,12.265959764384624,0.0,207,True
w39_W09B12.1.1,WBGene00000035,ace-1,0.256804963328673,13.867106562870264,1.4044299628623955,0.717364124289438,151.51046606168055,3.5775301954880794,0.0,-0.364431453,3.219143019,1.3967302999227051,0.5494386431485052,-0.0125498619907869,0.5141367921679212,3.219143019,13.84394448484118,0.0,207,True
w40_W09B12.1.2,WBGene00000035,ace-1,1.1133998514166783,8.505812693317944,-0.0106136240781516,0.8133098777487675,116.9714394218795,3.751336453787689,0.0,-0.707824095,2.146768453,0.2421596333096447,0.607811497812093,0.6636233796428307,-0.1308549926530116,2.146768453,8.49830620355579,0.0,197,True
w41_Y44E3A.2.1,WBGene00000036,ace-2,0.8040470356750712,9.415612681381862,0.4355561216700235,0.7110581958358427,164.29677956785122,2.973664791042042,0.0,-0.756217056,1.930697151,0.4734926006859903,0.5459485393124648,0.1713084126428521,-0.2286337795785198,1.930697151,9.302417635133155,0.0,207,True
w42_Y44E3A.2.2,WBGene00000036,ace-2,-0.1577067763569109,12.335631741728792,1.8703590100063832,0.7843097735512365,310.62172001971766,2.7175175268794867,0.0156653601131391,0.17584561,3.377469119,1.835800479748792,0.5328513807908485,-0.1483083157416624,-0.0994293631912754,3.377469119,12.219766841721032,0.1914270480741569,207,True
w43_Y48B6A.8.1,WBGene00000037,ace-3,0.0438170325186752,12.445703195467864,0.0048193595260081,0.4462297281711418,109.90555113492864,4.17200221836229,0.0,-0.472147591,1.321219842,0.0531210055410628,0.2857574113429409,0.5809626173291105,0.8487653368937966,1.321219842,12.443581520454876,0.0,207,True
w44_Y48B6A.7.1,WBGene00000038,ace-4,0.1554922226958262,10.50085171999439,-0.6251655047193019,0.4216508055426095,206.29492095427207,3.424051275946124,0.0,-0.94003195,0.395722724,-0.5331449368502416,0.2491081740193836,0.7370659666856005,0.3042764381992429,0.395722724,10.470961516032856,0.0,207,True
w45_C42D8.5.1,WBGene00000039,acn-1,1.298284911914564,20.47743822303557,0.4015169502462336,0.6075852766942333,200.78932091261063,10.859808513636953,0.0,-0.544528847,5.067191171,0.7679226982560386,0.8575817803125945,1.743976263725903,4.121684767852611,5.067191171,20.477436605448684,0.0,207,True
w46_ZK455.1.1,WBGene00000040,aco-1,-0.7516140535748347,10.59770600393703,0.1102222127678527,2.0239703291404214,395.6886078592072,2.709580878122343,0.0,-0.996496477,3.988074503,0.4887531358357488,0.9449994666794012,0.4284376374249914,0.0730210767115551,3.988074503,10.327960593702985,0.0,207,True
w47_ZK455.1.2,WBGene00000040,aco-1,0.8683894927292772,9.842043465359875,6.134248933786075,0.3532279313989102,139.54311019129014,2.7781184714029306,0.0073194989657616,5.403664454,6.828139211,6.115300234347825,0.2826120788920651,-0.05579083609429,-0.1276872972273905,6.828139211,9.705496587250163,0.0710393722325812,207,True
w48_F54H12.1a.1,WBGene00000041,aco-2,0.3742334835383792,11.486612442726758,8.168218303520744,0.3440444034416522,221.40161579132632,1.9213335279906136,0.1575061832425181,7.216387498,8.63563289,8.117733855338166,0.2486147952030652,-0.5811023510976273,0.2065661482438114,8.63563289,11.481125198416969,1.808348209332156,207,True
w49_F54H12.1c.1,WBGene00000041,aco-2,0.93601970889209,19.001959229441752,3.156822039647377,0.6848577162092385,212.2651007198387,6.069006466965474,0.0,0.654425114,6.095844843,3.013733770154589,0.7210757222585018,-0.2675257743294173,1.8034568214630768,6.095844843,19.00122752083637,0.0,207,True
w50_F54H12.1c.2,WBGene00000041,aco-2,0.3238138968340138,12.611038537847966,3.473871684671892,1.475138779965398,185.03697429443892,2.1157447701786354,0.1065612214687765,-0.999933921,5.680764082,3.308040401632851,1.1125157599992734,-0.6417922511217387,0.7260287925369617,5.680764082,12.609749980720853,1.3437103603614955,207,True
w51_K11G12.2.1,WBGene00000042,acr-2,1.3304102862966964,8.330751307002998,-0.6732532053167247,0.2597621758030024,176.1393627868658,3.552601407589889,0.0,-0.957754955,-0.020712814,-0.5976283450821257,0.208345137720121,0.7475940834129512,0.018937941352501,-0.020712814,8.315607732269688,0.0,207,True
w52_K11G12.7.1,WBGene00000043,acr-3,0.7201700240761892,11.859155401634837,-0.6305051226661901,0.3188600916236524,135.32143743137885,4.731700894032037,0.0,-0.929788025,0.436342644,-0.542338581115942,0.2377370331620077,0.9017645434463736,0.779037797343233,0.436342644,11.85896163514307,0.0,207,True
w53_K03F8.2.1,WBGene00000044,acr-5,-0.1652239818470756,10.587143448167476,-0.4335119323375425,0.291819201029264,217.88200472265595,2.929356483418686,0.0,-0.822298699,0.170952974,-0.4169738121545894,0.1880848210565244,0.321397553475055,-0.220304711819359,0.170952974,10.442055271819733,0.0,207,True
w54_ZK973.5.1,WBGene00000045,acr-6,1.1708165354109776,11.407006846055644,-0.7552652947815834,0.1597744787590308,241.6039026848115,4.986873380693037,0.0,-0.979826512,-0.191860222,-0.7105509509710144,0.152805777579855,0.9211848782789732,0.7731699497230982,-0.191860222,11.406895537646587,0.0,207,True
w55_T09A5.3.1,WBGene00000046,acr-7,0.6609213239637632,12.290065177983276,-0.6733369152484919,0.2707159938186757,138.9006421955419,4.873508046344384,0.0,-0.953194254,0.259574923,-0.606701375468599,0.2101815681399355,1.0028845472913963,1.326796061704128,0.259574923,12.289944976581737,0.0,207,True
w56_ZC504.2.1,WBGene00000047,acr-8,-3.281722153239335,10.90731702679492,-0.1383060752395491,1.535345706744805,162.45916842883622,1.6289556706122954,0.0,-0.83237152,1.630175123,0.084833738295,0.5500533363825305,0.3335341139282246,-0.7331916293392502,1.630175123,8.01318175866696,0.0,200,True
w57_C40C9.2.1,WBGene00000048,acr-9,0.4469425077740549,12.302972862167358,-0.5049314867937391,0.2690107262626245,298.2602102662576,4.408265581944785,0.0,-0.875282247,0.333605745,-0.4753092230772948,0.2072079664736107,0.726753852110471,1.18412966153363,0.333605745,12.302063253970104,0.0,207,True
w58_R02E12.8.1,WBGene00000049,acr-10,1.3229682829320686,11.8706149801714,-0.7458418757299772,0.126625173006156,154.7549877597778,5.231863475440736,0.0,-0.963946769,-0.277393803,-0.7086933085120773,0.1298031887777569,0.834012140603336,0.6678763329199451,-0.277393803,11.87051912766084,0.0,207,True
w59_D2092.3.1,WBGene00000050,acr-11,-0.1339535858008336,11.420426470967442,0.2067737066796125,0.2923126725248889,191.6161115935261,2.727876396710101,0.0,-0.335578425,0.770615591,0.1999679686763285,0.1990576820886585,0.0268205391384055,-0.058658297968444,0.770615591,11.143799207868852,0.0,207,True
w60_R01E6.4a.1,WBGene00000051,acr-12,0.3697515672309733,9.13179502666244,-0.3557902209856871,0.4792650706986232,121.5851597623617,3.001223162739366,0.0,-0.787015677,0.661299043,-0.2725132502801932,0.3008245269250736,0.509020353605267,-0.2236917167008458,0.661299043,9.03069344352311,0.0,207,True
w61_R01E6.4b.1,WBGene00000051,acr-12,0.3243354539823799,11.3937969402872,-0.4809654013295877,0.4031014128949142,184.2686111430801,3.894778466531507,0.0,-0.999999998,0.629185671,-0.4286213496990291,0.2949762750829064,0.7615552858091076,0.8698226040725716,0.629185671,11.38799215747166,0.0,206,True
w62_F25G6.4.1,WBGene00000054,acr-15,1.923551228739811,7.608951512051105,0.0095943543282542,0.5991724637991831,506.9786867939505,3.763281196117072,0.0,-0.999999999,1.604017238,0.0322737899749999,0.5882032856841731,0.20137464048877,-0.1997672623603743,1.604017238,7.602531472582516,0.0,200,True
w63_F25G6.4.2,WBGene00000054,acr-15,4.179487185937876,1377.3462286364836,-0.988494107395033,0.0117826935012982,439.7435897435897,322.0689896013062,0.0,-0.999999833,1.694863125,-0.0928809037874396,0.7158289034502933,0.5799791094623462,-0.3440423421030885,1.694863125,1338.5716510979466,0.0,207,True
w64_F25G6.3.1,WBGene00000055,acr-16,0.074642817649179,7.560639637629134,-0.4827169806733194,1.0401758236455476,1232.0105581052533,2.280209584514998,0.0,-0.999999999,1.194412235,-0.2215160236943005,0.5329042588835057,0.4162709338378199,-0.1026904398010271,1.194412235,6.998899180284108,0.0,193,True
w65_F25G6.3.2,WBGene00000055,acr-16,-0.3633331480382885,15.923795339301996,-0.5802748483841815,1.7296922026571406,851.6932616199285,4.217270741147883,0.0,-0.992046448,4.57777236,0.0524474072367149,0.773562089247664,1.2244465018491462,4.827775538095526,4.57777236,15.921570575545088,0.0,207,True
w66_F53E10.2b.1,WBGene00000056,acr-17,-0.0710468703829579,8.587223261787413,-0.5290782631014133,0.3528105649576204,168.31246252311078,3.5090677866999465,0.0,-0.954234285,0.346345521,-0.5017930202129032,0.2263379900974653,0.461943728127544,0.3265478259490502,0.346345521,8.569014783330342,0.0,155,True
w67_F53E10.2g.1,WBGene00000056,acr-17,-0.7720771066577956,6.686314692090131,-0.580457026827229,0.4601400749330477,147.95747176004758,1.910805153506583,0.0,-0.946691114,0.041258144,-0.541248289083871,0.2277257424422772,0.2117702115345289,-0.6431336091134079,0.041258144,5.608996403691843,0.0,155,True
w68_F28F8.1.1,WBGene00000057,acr-18,-0.0892828745935153,9.983513109316169,0.700101262134415,0.8815460205395067,212.22110698570071,1.8956645967665529,0.1451015686410208,-0.999999999,1.881758422,0.6649320059320388,0.5771646699050273,-0.2859895880834308,-0.0598001363985503,1.881758422,9.741356900471974,1.413486166950516,206,True
w69_C31H5.3a.1,WBGene00000058,acr-19,0.8794421478064489,11.648219165253783,-0.7920952080336263,0.1702642920670747,221.5127307065336,6.080352847648143,0.0,-0.980532168,-0.060050911,-0.7352169307150838,0.154150528011207,1.030966099540046,1.4108460468090396,-0.060050911,11.648085414764324,0.0,179,True
w70_C31H5.3b.1,WBGene00000058,acr-19,0.5474757513600769,10.17399821733524,-0.8190633428164196,0.2379317560620086,266.49658505625086,3.957826089660985,0.0,-0.999997876,-0.153186182,-0.7520899794846937,0.1656829587916087,1.0042442377560956,1.1674544650248366,-0.153186182,10.169961567603032,0.0,196,True
w71_R06A4.10b.1,WBGene00000059,acr-20,0.6242659162755118,27.21372624430099,-0.612764774695597,0.8048700049891092,185.2021073063798,10.5578705305867,0.0,-0.975315493,5.396025929,-0.1901575074439024,0.713688218119807,3.1272218288602147,18.25977969963019,5.396025929,27.213691815901534,0.0,205,True
w72_R06A4.10c.1,WBGene00000059,acr-20,0.4897843920653667,38.440530531365305,-0.8824449532334644,0.3128188682152901,55.67961233717676,16.59452530489825,0.0,-0.999999999,2.788203358,-0.6960850705224719,0.3701724604779766,5.248496185733226,43.1106875192148,2.788203358,38.43786488908844,0.0,178,True
w73_F27B3.2a.1,WBGene00000060,acr-21,0.5903082410686578,10.20149586039562,-0.9155676682596132,0.316618119255608,170.25174559579784,4.042222081202479,0.0,-0.982039682,-0.010583593,-0.7388160512958579,0.1941821359280618,1.2508743209254922,1.527615788367901,-0.010583593,10.19860796942128,0.0,169,True
w74_F48E3.7.1,WBGene00000061,lgc-11,0.0537571863899295,8.645764759313918,-0.8702906356561317,0.5980106352345222,157.8117763287101,2.230947081797176,0.0,-0.977077188,0.073081792,-0.6142015477922705,0.2499643444260201,0.5800909120339756,-0.4818461546107833,0.073081792,7.92791287745188,0.0,207,True
w75_F59B1.9a.1,WBGene00000062,acr-23,0.8478629839680809,7.824058148031717,-0.8874979053003971,0.2301782460506878,106.54653207635228,3.641343286796607,0.0,-0.964844291,-0.294830692,-0.7658790129878049,0.1519465564465975,1.08917173049181,0.7898211361393641,-0.294830692,7.8137218390729775,0.0,164,True
w76_T04C12.6.1,WBGene00000063,act-1,0.2521879694211445,22.105608420245986,1.398560066856826,0.8855369541108268,139.84387012024297,8.583820941391279,0.0,-0.285944889,6.773484232,1.4801772862038831,1.000264921588576,2.8576365785120337,12.698959722978662,6.773484232,22.10559032647581,0.0,206,True
w77_T04C12.6.2,WBGene00000063,act-1,0.1273764271064691,11.013725211608056,10.550666035685966,0.7389879303497229,287.52310323869665,1.6232426283244363,0.2665181350784454,8.6904598,11.39888072,10.47679897620773,0.4871221071664262,-0.4889948775674867,0.2631940793691689,11.39888072,10.99415666387304,2.930142130815706,207,True
w78_T04C12.5.1,WBGene00000064,act-2,0.9132266316346064,12.332460416586407,8.9008338029757,0.3659280183865751,151.17946326542838,3.8193099177679,0.0,8.012905509,9.889080944,8.936809967458938,0.3197248557361814,0.216994121872466,0.2256226786697253,9.889080944,12.32386235520353,0.0,207,True
w79_T04C12.5.2,WBGene00000064,act-2,0.4145290140996873,20.76585114255529,9.592258579102534,0.6828996299968292,343.7903726462258,1.394434837701626,0.3782416446720947,5.413518145,10.2656074,9.412103725961352,0.5725198138829614,-2.176660499167525,10.697493372870833,10.2656074,20.765804579180223,7.8544920769684445,207,True
w80_T04C12.4.1,WBGene00000065,act-3,0.0308937212281261,24.042749153171524,8.764261057455682,0.631944443634364,169.64273735175414,2.108006453892705,0.1084110846248951,4.561144252,9.706228382,8.713112556961354,0.5923470607120396,-2.813057099303577,14.94999543242993,9.706228382,24.042252283412385,2.606446646870098,207,True
w81_T04C12.4.2,WBGene00000065,act-3,0.3979649832396526,12.974179310337965,8.600209924086347,0.6823300685222154,204.26950285457164,2.739995482373364,0.023157650029461,6.647613216,9.922203543,8.585606244507245,0.5401167747852196,-0.378906070714371,0.6087322910889634,9.922203543,12.970551017011958,0.300367481141233,207,True
w82_M03F4.2a.1,WBGene00000066,act-4,0.286099754260174,12.337004774205417,8.864740411690681,0.9496812458957564,283.4172667488771,2.2367546883452367,0.0816627851694855,6.172654084,10.36677945,8.737889926652175,0.7133362031632984,-0.7178654676550639,0.7369309687519339,10.36677945,12.33285632398634,1.007135396511828,207,True
w83_M03F4.2a.2,WBGene00000066,act-4,0.262949265210366,11.517357057132877,7.862014634804799,1.0352486133030423,166.54908994625103,2.503426071321714,0.0398770784098745,5.420318309,9.694600913,7.854396655009661,0.7568094379314245,-0.2233627540291407,0.1837517703811011,9.694600913,11.473135749321711,0.4575151338828362,207,True
w84_M03F4.2b.1,WBGene00000066,act-4,2.732112033740346,4.430543220669823,3.0782645194146063,2.006340449734512,328.96477951812847,3.3926185281594723,0.0,-0.999999999,7.891362035,3.368093521333334,2.217322056749981,-0.0478043439416648,-0.6745355128339048,7.891362035,4.416495676821082,0.0,180,True
w85_T25C8.2.1,WBGene00000067,act-5,-0.7209429589231146,11.49017840417409,8.829789194660187,0.7695376770816705,284.09840410558314,2.205366459349015,0.0548052024823529,7.420735153,10.02982901,8.87749580515942,0.4702985236177585,0.2110005744305484,-0.367171422507222,10.02982901,11.088053021680263,0.6076829909882522,207,True
w86_T25C8.2.2,WBGene00000067,act-5,-0.7005908278167354,12.66087684743622,5.00868006489283,0.9790801667568066,250.45137095555705,2.342117349311173,0.0538971907404092,2.931418644,6.630161223,5.026515290444444,0.6036735402966044,0.0236506903405402,-0.1205116883036945,6.630161223,12.520338304608735,0.6748110617379491,207,True
w87_F17C8.1.1,WBGene00000068,acy-1,-1.3168929405917114,11.977024860559968,1.215487661020866,0.8734971605492888,326.0869758724357,2.7283440516735435,0.0,0.192699292,2.900665095,1.2243572076908211,0.464386319702933,0.1633062445325491,-0.3458282794191682,2.900665095,11.687315370282564,0.0,207,True
w88_C10F3.3.1,WBGene00000069,acy-2,0.2549457251678031,15.411334289317882,-0.4564184220630605,0.2264758157760628,159.620815428571,5.541061051646521,0.0,-0.809255651,0.430941419,-0.4316492374541063,0.1788810567362037,0.9700095956764606,2.3478134980658263,0.430941419,15.411108007979651,0.0,207,True
w89_C44F1.5.1,WBGene00000070,acy-3,0.4987727950090523,15.033480771721129,1.121236193771872,0.6376850319452995,257.6356765969885,3.5102946829414745,0.002077553340581,-0.928793845,2.70406812,1.039459209879227,0.5389314619594175,-0.4323213794654775,1.0642323070477602,2.70406812,15.032992132116012,0.0312318430230056,207,True
